Vote ID,File,Order of vote,Date,Title,Procedure,Leg/Non-Leg/Bud,Type of Vote,Voting Rule,Rapporteur,Code,Interinstitutional file number,Link,Committee responsabile,Policy area,Subject,Final vote?,Am No.,Author,RCV,Vote,Yes,No,Abs,ECR,EFD/IDG,EPP,Greens/EFA,NI,REG,S&D,The Left,ECR%,EFD/IDG%,EPP%,Greens/EFA%,NI%,REG%,S&D%,The Left%,General Majority,Right Majority,Left Majority,Consensus
12962,131,1,"""05.05.2022""","""EU Digital COVID Certificate - Union citizens""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""López Aguilar""","""A9-0138/2022""","""2022/0031/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2022-0138_EN.html""","""Committee on Civil Liberties, Justice and Home Affairs""","""Civil liberties, justice & home affairs""","""vote: decision to enter interinstitutional negotiations""",1.0,,0,"""RCV""","""+""",432,130,23,6.0,1.0,138.0,57.0,12.0,89.0,111.0,18.0,0.097,0.014,0.758,0.77,0.211,0.824,0.721,0.439,1,0,0,0
12963,131,1,"""05.05.2022""","""EU Digital COVID Certificate - third-country nationals""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""López Aguilar""","""A9-0137/2022""","""2022/0030/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2022-0137_EN.html""","""Committee on Civil Liberties, Justice and Home Affairs""","""Civil liberties, justice & home affairs""","""vote: decision to enter interinstitutional negotiations""",1.0,,0,"""RCV""","""+""",441,132,20,6.0,1.0,141.0,56.0,13.0,92.0,113.0,19.0,0.097,0.014,0.775,0.757,0.228,0.852,0.734,0.463,1,0,0,0
12964,131,1,"""05.05.2022""","""Transitional rules for the packaging and labelling of veterinary medicinal products""","""***I""","""Leg""","""Draft legislative resolution""","""s""",0,"""C9-0054/2022""","""2022/0053/COD""",0,"""Committee on Civil Liberties, Justice and Home Affairs""","""Civil liberties, justice & home affairs""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",589,5,2,52.0,54.0,144.0,63.0,32.0,94.0,117.0,33.0,0.839,0.74,0.791,0.851,0.561,0.87,0.76,0.805,1,0,0,0
13017,132,1,"""19.05.2022""","""Temporary trade liberalisation supplementing trade concessions applicable to Ukrainian products under EU/Ukraine Association Agreement""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Kalniete""","""A9-0146/2022""","""2022/0138/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2022-0146_EN.html""","""Committee on International Trade""","""International trade""","""single vote""",1.0,,0,"""RCV""","""+""",515,32,11,53.0,27.0,133.0,57.0,27.0,89.0,107.0,22.0,0.855,0.37,0.731,0.77,0.474,0.824,0.695,0.537,1,0,0,0
13019,132,2,"""19.05.2022""","""Preservation, analysis and storage at Eurojust of evidence relating to genocide, crimes against humanity, war crimes and related criminal offences""","""***I""","""Leg""","""Draft legislative resolution""","""s""",0,"""C9-0155/2022""","""2022/0130/COD""",0,"""Committee on Civil Liberties, Justice and Home Affairs""","""Civil liberties, justice & home affairs""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",560,17,18,51.0,44.0,140.0,62.0,29.0,89.0,117.0,28.0,0.823,0.603,0.769,0.838,0.509,0.824,0.76,0.683,1,0,0,0
13020,132,1,"""19.05.2022""","""Regulation (EU) 2016/1628: Extension of the empowerment to adopt delegated acts""","""***I""","""Leg""","""Draft legislative resolution""","""s""",0,"""C9-0119/2022""","""2022/0080/COD""",0,"""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",555,26,21,43.0,38.0,145.0,63.0,27.0,93.0,119.0,27.0,0.694,0.521,0.797,0.851,0.474,0.861,0.773,0.659,1,0,0,0
13069,133,1,"""07.06.2022""","""Extension of the Agreement on the promotion, provision and use of Galileo and GPS satellite-based navigation systems and related applications""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Buşoi""","""A9-0153/2022""","""2022/0005/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2022-0153_EN.html""","""Committee on Industry, Research and Energy""","""Industry, Research & Energy""","""vote: consent""",1.0,,0,"""RCV""","""+""",556,4,13,52.0,51.0,146.0,59.0,21.0,86.0,112.0,28.0,0.839,0.699,0.802,0.797,0.368,0.796,0.727,0.683,1,0,0,0
13087,134,1,"""08.06.2022""","""EU/Mauritania Sustainable Fisheries Partnership Agreement and Implementing Protocol""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Bilbao Barandica""","""A9-0148/2022""","""2021/0300/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2022-0148_EN.html""","""Committee on Fisheries""","""Fisheries""","""vote: consent""",1.0,,0,"""RCV""","""+""",557,34,31,53.0,21.0,161.0,64.0,18.0,91.0,129.0,19.0,0.855,0.288,0.885,0.865,0.316,0.843,0.838,0.463,1,0,0,0
13169,134,79,"""08.06.2022""","""Revision of the EU Emissions Trading System""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Liese""","""A9-0162/2022""","""2021/0211/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""vote: Commission proposal""",1.0,,0,"""RCV""","""-""",265,340,34,2.0,1.0,157.0,0.0,2.0,86.0,16.0,0.0,0.032,0.014,0.863,0.0,0.035,0.796,0.104,0.0,0,0,0,0
13170,134,80,"""08.06.2022""","""Revision of the EU Emissions Trading System""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Liese""","""A9-0162/2022""","""2021/0211/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2022-0162_EN.html""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""Referral back""",1.0,,0,"""RCV""","""+""",495,120,16,4.0,3.0,158.0,66.0,13.0,93.0,128.0,29.0,0.065,0.041,0.868,0.892,0.228,0.861,0.831,0.707,1,0,1,0
13234,134,30,"""08.06.2022""","""Revision of the EU Emissions Trading System for aviation""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Glavak""","""A9-0155/2022""","""2021/0207/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2022-0155_EN.html""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",479,130,32,4.0,1.0,152.0,68.0,13.0,89.0,127.0,24.0,0.065,0.014,0.835,0.919,0.228,0.824,0.825,0.585,1,0,0,0
13236,134,2,"""08.06.2022""","""Notification under the Carbon Offsetting and Reduction Scheme for International Aviation (CORSIA)""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Glavak""","""A9-0145/2022""","""2021/0204/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2022-0145_EN.html""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",547,44,45,50.0,1.0,159.0,68.0,15.0,93.0,131.0,29.0,0.806,0.014,0.874,0.919,0.263,0.861,0.851,0.707,1,0,0,0
13284,134,48,"""08.06.2022""","""Binding annual greenhouse gas emission reductions by Member States (Effort Sharing Regulation)""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Polfjärd""","""A9-0163/2022""","""2021/0200/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2022-0163_EN.html""","""Committee on Environment, Public Health and Food Safety""","""Environment & public health""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",437,142,40,1.0,1.0,135.0,67.0,11.0,88.0,130.0,3.0,0.016,0.014,0.742,0.905,0.193,0.815,0.844,0.073,1,0,0,0
13364,134,80,"""08.06.2022""","""Land use, land use change and forestry (LULUCF)""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Niinistö""","""A9-0161/2022""","""2021/0201/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2022-0161_EN.html""","""Committee on Environment, Public Health and Food Safety""","""Environment & public health""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",472,124,22,0.0,0.0,145.0,67.0,13.0,85.0,130.0,31.0,0.0,0.0,0.797,0.905,0.228,0.787,0.844,0.756,1,0,1,0
13406,134,42,"""08.06.2022""","""CO2 emission standards for cars and vans""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Huitema""","""A9-0150/2022""","""2021/0197/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2022-0150_EN.html""","""Committee on Environment, Public Health and Food Safety""","""Environment & public health""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",339,249,24,4.0,1.0,29.0,67.0,13.0,77.0,120.0,27.0,0.065,0.014,0.159,0.905,0.228,0.713,0.779,0.659,0,0,0,0
