,Vote ID,File,Order of vote,Date,Title,Procedure,Leg/Non-Leg/Bud,Type of Vote,Voting Rule,Rapporteur,Code,Interinstitutional file number,Link,Committee responsabile,Policy area,Subject,Final vote?,Am No.,Author,RCV,Vote,Yes,No,Abs,ECR,EPP,Greens/EFA,IDG,NI,REG,S&D,The Left,ECR%,EPP%,Greens/EFA%,IDG%,NI%,REG%,S&D%,The Left%,General Majority,Right Majority,Left Majority,Consensus
3389,3390,52,4,20.10.2020,Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD,***I,Leg,Draft legislative resolution,s,Jahr,A8-0200/2019,2018/0216/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0200_EN.html,Committee on Agriculture and Rural Development,Agriculture,Article 28,0.0,1130,"EPP, S&D, Renew",RCV,+,480,187,24,25,170,1,61,27,86,109,1,0.403,0.934,0.014,0.836,0.474,0.796,0.708,0.024,1,0,0,0
3390,3391,52,5,20.10.2020,Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD,***I,Leg,Draft legislative resolution,s,Jahr,A8-0200/2019,2018/0216/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0200_EN.html,Committee on Agriculture and Rural Development,Agriculture,After Article 28,0.0,1131,"EPP, S&D, Renew",RCV,+,469,198,24,38,165,0,51,20,85,109,1,0.613,0.907,0.0,0.699,0.351,0.787,0.708,0.024,1,0,0,0
3391,3392,52,6,20.10.2020,Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD,***I,Leg,Draft legislative resolution,s,Jahr,A8-0200/2019,2018/0216/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0200_EN.html,Committee on Agriculture and Rural Development,Agriculture,After Article 28,0.0,1132,"EPP, S&D, Renew",RCV,+,485,184,22,49,167,0,53,20,86,109,1,0.79,0.918,0.0,0.726,0.351,0.796,0.708,0.024,1,0,0,0
3392,3393,52,7,20.10.2020,Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD,***I,Leg,Draft legislative resolution,s,Jahr,A8-0200/2019,2018/0216/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0200_EN.html,Committee on Agriculture and Rural Development,Agriculture,Article 65,0.0,1133,"EPP, S&D, Renew",RCV,+,474,181,36,22,167,0,50,26,88,120,1,0.355,0.918,0.0,0.685,0.456,0.815,0.779,0.024,1,0,0,0
3393,3394,52,8,20.10.2020,Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD,***I,Leg,Draft legislative resolution,s,Jahr,A8-0200/2019,2018/0216/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0200_EN.html,Committee on Agriculture and Rural Development,Agriculture,Article 68,0.0,1139,"EPP, S&D, Renew",RCV,+,430,193,68,7,166,0,8,21,92,133,3,0.113,0.912,0.0,0.11,0.368,0.852,0.864,0.073,1,0,0,0
3394,3395,52,9,20.10.2020,Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD,***I,Leg,Draft legislative resolution,s,Jahr,A8-0200/2019,2018/0216/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0200_EN.html,Committee on Agriculture and Rural Development,Agriculture,Article 86,0.0,1134,"EPP, S&D, Renew",RCV,+,432,219,40,34,162,0,30,21,84,100,1,0.548,0.89,0.0,0.411,0.368,0.778,0.649,0.024,0,1,0,0
3395,3396,52,10,20.10.2020,Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD,***I,Leg,Draft legislative resolution,s,Jahr,A8-0200/2019,2018/0216/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0200_EN.html,Committee on Agriculture and Rural Development,Agriculture,Article 87,0.0,1135,"EPP, S&D, Renew",RCV,+,536,114,42,17,169,70,9,23,102,129,17,0.274,0.929,0.946,0.123,0.404,0.944,0.838,0.415,1,0,0,0
3396,3397,52,11,20.10.2020,Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD,***I,Leg,Draft legislative resolution,s,Jahr,A8-0200/2019,2018/0216/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0200_EN.html,Committee on Agriculture and Rural Development,Agriculture,Article 90,0.0,1136,"EPP, S&D, Renew",RCV,+,473,169,50,27,169,0,48,14,89,123,3,0.435,0.929,0.0,0.658,0.246,0.824,0.799,0.073,1,0,0,0
3397,3398,52,12,20.10.2020,Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD,***I,Leg,Draft legislative resolution,s,Jahr,A8-0200/2019,2018/0216/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0200_EN.html,Committee on Agriculture and Rural Development,Agriculture,After Article 107,0.0,1137,"EPP, S&D, Renew",RCV,+,588,69,35,15,173,70,29,29,102,137,33,0.242,0.951,0.946,0.397,0.509,0.944,0.89,0.805,1,0,0,0
3398,3399,52,13,20.10.2020,Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD,***I,Leg,Draft legislative resolution,s,Jahr,A8-0200/2019,2018/0216/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0200_EN.html,Committee on Agriculture and Rural Development,Agriculture,After Article 139,0.0,1138,"EPP, S&D, Renew",RCV,+,615,65,12,15,173,71,48,33,103,140,32,0.242,0.951,0.959,0.658,0.579,0.954,0.909,0.78,1,0,0,0
3399,3400,52,14,20.10.2020,Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD,***I,Leg,Draft legislative resolution,s,Jahr,A8-0200/2019,2018/0216/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0200_EN.html,Committee on Agriculture and Rural Development,Agriculture,Annex III,0.0,1141,"EPP, S&D, Renew",RCV,+,422,209,60,7,168,0,33,14,90,109,1,0.113,0.923,0.0,0.452,0.246,0.833,0.708,0.024,1,0,0,0
3400,3401,52,15,20.10.2020,Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD,***I,Leg,Draft legislative resolution,s,Jahr,A8-0200/2019,2018/0216/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0200_EN.html,Committee on Agriculture and Rural Development,Agriculture,After recital 22,0.0,1127,"EPP, S&D, Renew",RCV,+,582,86,24,16,168,70,46,33,86,131,32,0.258,0.923,0.946,0.63,0.579,0.796,0.851,0.78,1,0,0,0
3401,3402,53,16,21.10.2020,Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD,***I,Leg,Draft legislative resolution,s,Jahr,A8-0200/2019,2018/0216/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0200_EN.html,Committee on Agriculture and Rural Development,Agriculture,Committee block,0.0,,committee,RCV,+,625,41,28,55,169,71,44,33,102,127,24,0.887,0.929,0.959,0.603,0.579,0.944,0.825,0.585,1,0,0,0
3402,3403,53,17,21.10.2020,Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD,***I,Leg,Draft legislative resolution,s,Jahr,A8-0200/2019,2018/0216/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0200_EN.html,Committee on Agriculture and Rural Development,Agriculture,Committee separate,0.0,7,committee,RCV,+,622,67,5,59,171,71,13,29,102,141,36,0.952,0.94,0.959,0.178,0.509,0.944,0.916,0.878,1,0,0,0
3403,3404,53,18,21.10.2020,Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD,***I,Leg,Draft legislative resolution,s,Jahr,A8-0200/2019,2018/0216/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0200_EN.html,Committee on Agriculture and Rural Development,Agriculture,Committee separate,0.0,7,committee,RCV,+,505,185,4,58,170,0,19,18,100,133,7,0.935,0.934,0.0,0.26,0.316,0.926,0.864,0.171,1,0,0,0
3404,3405,53,19,21.10.2020,Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD,***I,Leg,Draft legislative resolution,s,Jahr,A8-0200/2019,2018/0216/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0200_EN.html,Committee on Agriculture and Rural Development,Agriculture,Committee separate,0.0,26,committee,RCV,+,657,32,5,60,173,71,55,34,89,138,37,0.968,0.951,0.959,0.753,0.596,0.824,0.896,0.902,1,0,0,0
3405,3406,53,20,21.10.2020,Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD,***I,Leg,Draft legislative resolution,s,Jahr,A8-0200/2019,2018/0216/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0200_EN.html,Committee on Agriculture and Rural Development,Agriculture,Committee separate,0.0,26,committee,RCV,+,551,131,12,56,169,0,62,22,82,130,30,0.903,0.929,0.0,0.849,0.386,0.759,0.844,0.732,1,0,0,0
3406,3407,53,21,21.10.2020,Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD,***I,Leg,Draft legislative resolution,s,Jahr,A8-0200/2019,2018/0216/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0200_EN.html,Committee on Agriculture and Rural Development,Agriculture,Committee separate,0.0,50,committee,RCV,+,664,14,16,60,174,71,46,33,102,141,37,0.968,0.956,0.959,0.63,0.579,0.944,0.916,0.902,1,0,0,0
3407,3408,53,22,21.10.2020,Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD,***I,Leg,Draft legislative resolution,s,Jahr,A8-0200/2019,2018/0216/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0200_EN.html,Committee on Agriculture and Rural Development,Agriculture,Committee separate,0.0,50,committee,RCV,+,570,110,14,62,170,0,53,24,96,133,32,1.0,0.934,0.0,0.726,0.421,0.889,0.864,0.78,1,0,0,0
3408,3409,53,23,21.10.2020,Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD,***I,Leg,Draft legislative resolution,s,Jahr,A8-0200/2019,2018/0216/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0200_EN.html,Committee on Agriculture and Rural Development,Agriculture,Committee separate,0.0,52,committee,RCV,+,623,68,3,59,171,71,13,28,103,141,37,0.952,0.94,0.959,0.178,0.491,0.954,0.916,0.902,1,0,0,0
3409,3410,53,24,21.10.2020,Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD,***I,Leg,Draft legislative resolution,s,Jahr,A8-0200/2019,2018/0216/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0200_EN.html,Committee on Agriculture and Rural Development,Agriculture,Committee separate,0.0,52,committee,RCV,+,591,100,3,64,171,0,62,25,98,134,37,1.032,0.94,0.0,0.849,0.439,0.907,0.87,0.902,1,0,0,0
3410,3411,53,25,21.10.2020,Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD,***I,Leg,Draft legislative resolution,s,Jahr,A8-0200/2019,2018/0216/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0200_EN.html,Committee on Agriculture and Rural Development,Agriculture,Committee separate,0.0,55,committee,RCV,+,614,75,5,59,170,71,13,29,96,138,38,0.952,0.934,0.959,0.178,0.509,0.889,0.896,0.927,1,0,0,0
3411,3412,53,26,21.10.2020,Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD,***I,Leg,Draft legislative resolution,s,Jahr,A8-0200/2019,2018/0216/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0200_EN.html,Committee on Agriculture and Rural Development,Agriculture,Committee separate,0.0,55,committee,RCV,+,567,119,8,59,170,0,62,25,88,131,32,0.952,0.934,0.0,0.849,0.439,0.815,0.851,0.78,1,0,0,0
3412,3413,53,27,21.10.2020,Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD,***I,Leg,Draft legislative resolution,s,Jahr,A8-0200/2019,2018/0216/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0200_EN.html,Committee on Agriculture and Rural Development,Agriculture,Committee separate,0.0,66,committee,RCV,+,613,77,4,57,170,71,13,28,95,141,38,0.919,0.934,0.959,0.178,0.491,0.88,0.916,0.927,1,0,0,0
3413,3414,53,28,21.10.2020,Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD,***I,Leg,Draft legislative resolution,s,Jahr,A8-0200/2019,2018/0216/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0200_EN.html,Committee on Agriculture and Rural Development,Agriculture,Committee separate,0.0,66,committee,RCV,+,360,324,10,30,165,0,7,14,10,133,1,0.484,0.907,0.0,0.096,0.246,0.093,0.864,0.024,1,0,0,0
3414,3415,53,29,21.10.2020,Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD,***I,Leg,Draft legislative resolution,s,Jahr,A8-0200/2019,2018/0216/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0200_EN.html,Committee on Agriculture and Rural Development,Agriculture,Committee separate,0.0,78,committee,RCV,+,608,61,24,12,172,71,45,34,102,141,31,0.194,0.945,0.959,0.616,0.596,0.944,0.916,0.756,1,0,0,0
3415,3416,53,30,21.10.2020,Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD,***I,Leg,Draft legislative resolution,s,Jahr,A8-0200/2019,2018/0216/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0200_EN.html,Committee on Agriculture and Rural Development,Agriculture,Committee separate,0.0,127,committee,RCV,+,568,116,10,23,170,71,11,30,102,131,30,0.371,0.934,0.959,0.151,0.526,0.944,0.851,0.732,1,0,0,0
3416,3417,53,31,21.10.2020,Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD,***I,Leg,Draft legislative resolution,s,Jahr,A8-0200/2019,2018/0216/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0200_EN.html,Committee on Agriculture and Rural Development,Agriculture,Committee separate,0.0,161,committee,RCV,+,397,291,6,32,160,1,59,23,93,28,1,0.516,0.879,0.014,0.808,0.404,0.861,0.182,0.024,0,1,0,0
3417,3418,53,32,21.10.2020,Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD,***I,Leg,Draft legislative resolution,s,Jahr,A8-0200/2019,2018/0216/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0200_EN.html,Committee on Agriculture and Rural Development,Agriculture,Committee separate,0.0,199,committee,RCV,+,564,109,21,56,171,0,53,24,94,129,37,0.903,0.94,0.0,0.726,0.421,0.87,0.838,0.902,1,0,0,0
3418,3419,53,33,21.10.2020,Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD,***I,Leg,Draft legislative resolution,s,Jahr,A8-0200/2019,2018/0216/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0200_EN.html,Committee on Agriculture and Rural Development,Agriculture,Committee separate,0.0,206,committee,RCV,+,654,34,6,64,170,71,62,27,98,131,31,1.032,0.934,0.959,0.849,0.474,0.907,0.851,0.756,1,0,0,0
3419,3420,53,34,21.10.2020,Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD,***I,Leg,Draft legislative resolution,s,Jahr,A8-0200/2019,2018/0216/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0200_EN.html,Committee on Agriculture and Rural Development,Agriculture,Committee separate,0.0,214,committee,RCV,+,481,207,6,37,170,0,59,19,74,122,0,0.597,0.934,0.0,0.808,0.333,0.685,0.792,0.0,1,0,0,0
3420,3421,53,35,21.10.2020,Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD,***I,Leg,Draft legislative resolution,s,Jahr,A8-0200/2019,2018/0216/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0200_EN.html,Committee on Agriculture and Rural Development,Agriculture,Committee separate,0.0,238,committee,RCV,+,362,320,12,28,160,0,53,28,86,6,1,0.452,0.879,0.0,0.726,0.491,0.796,0.039,0.024,0,1,0,0
3421,3422,53,36,21.10.2020,Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD,***I,Leg,Draft legislative resolution,s,Jahr,A8-0200/2019,2018/0216/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0200_EN.html,Committee on Agriculture and Rural Development,Agriculture,Committee separate,0.0,242,committee,RCV,+,352,338,4,16,167,0,61,22,79,5,2,0.258,0.918,0.0,0.836,0.386,0.731,0.032,0.049,0,1,0,0
3422,3423,53,37,21.10.2020,Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD,***I,Leg,Draft legislative resolution,s,Jahr,A8-0200/2019,2018/0216/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0200_EN.html,Committee on Agriculture and Rural Development,Agriculture,Committee separate,0.0,248,committee,RCV,+,526,43,125,31,170,71,4,25,91,132,2,0.5,0.934,0.959,0.055,0.439,0.843,0.857,0.049,1,0,0,0
3423,3424,53,38,21.10.2020,Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD,***I,Leg,Draft legislative resolution,s,Jahr,A8-0200/2019,2018/0216/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0200_EN.html,Committee on Agriculture and Rural Development,Agriculture,Committee separate,0.0,278,committee,RCV,-,332,349,13,31,169,0,7,21,97,6,1,0.5,0.929,0.0,0.096,0.368,0.898,0.039,0.024,0,1,0,0
3424,3425,53,39,21.10.2020,Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD,***I,Leg,Draft legislative resolution,s,Jahr,A8-0200/2019,2018/0216/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0200_EN.html,Committee on Agriculture and Rural Development,Agriculture,Committee separate,0.0,282,committee,RCV,+,572,117,5,36,174,1,60,32,101,136,32,0.581,0.956,0.014,0.822,0.561,0.935,0.883,0.78,1,0,0,0
3425,3426,53,40,21.10.2020,Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD,***I,Leg,Draft legislative resolution,s,Jahr,A8-0200/2019,2018/0216/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0200_EN.html,Committee on Agriculture and Rural Development,Agriculture,Committee separate,0.0,288,committee,RCV,+,596,91,7,55,174,2,59,32,100,138,36,0.887,0.956,0.027,0.808,0.561,0.926,0.896,0.878,1,0,0,0
3426,3427,53,41,21.10.2020,Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD,***I,Leg,Draft legislative resolution,s,Jahr,A8-0200/2019,2018/0216/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0200_EN.html,Committee on Agriculture and Rural Development,Agriculture,Committee separate,0.0,297,committee,RCV,-,204,426,64,41,24,1,16,15,80,26,1,0.661,0.132,0.014,0.219,0.263,0.741,0.169,0.024,0,0,0,0
3427,3428,53,42,21.10.2020,Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD,***I,Leg,Draft legislative resolution,s,Jahr,A8-0200/2019,2018/0216/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0200_EN.html,Committee on Agriculture and Rural Development,Agriculture,Committee separate,0.0,299,committee,RCV,-,177,457,60,16,14,1,16,4,4,122,0,0.258,0.077,0.014,0.219,0.07,0.037,0.792,0.0,0,0,1,0
3428,3429,53,43,21.10.2020,Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD,***I,Leg,Draft legislative resolution,s,Jahr,A8-0200/2019,2018/0216/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0200_EN.html,Committee on Agriculture and Rural Development,Agriculture,Committee separate,0.0,352,committee,RCV,-,245,439,10,13,24,1,50,16,6,135,0,0.21,0.132,0.014,0.685,0.281,0.056,0.877,0.0,0,0,1,0
