Vote ID,File,Order of vote,Date,Title,Procedure,Leg/Non-Leg/Bud,Type of Vote,Voting Rule,Rapporteur,Code,Interinstitutional file number,Link,Committee responsabile,De,Subject,Final vote?,Am No.,Author,RCV,Vote,Yeas,No,Abs,ECR,EFD/IDG,EPP,Greens/EFA,NI,REG,S&D,The Left,ECR%,EFD/IDG%,EPP%,Greens/EFA%,NI%,REG%,S&D%,The Left%,General Majority,Right Majority,Left Majority,Consensus
4587,155.0,1,11.09.2013,EU-Cape Verde agreement on facilitating the issue of short-stay visas to citizens of the Republic of Cape Verde and of the EU,***,Leg,Draft legislative resolution,s,Gabriel,A7-0266/2013,2012/0271/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0266&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Single vote,1.0,,0,RCV,+,585,27,19,24.0,16.0,242.0,42.0,11.0,65.0,163.0,22.0,0.421,0.516,0.886,0.737,0.333,0.783,0.836,0.629,1,0,0,0
4588,155.0,1,11.09.2013,EU-Cape Verde agreement on the readmission of persons residing without authorisation,***,Leg,Draft legislative resolution,s,Gabriel,A7-0267/2013,2012/0268/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0267&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",vote: consent,1.0,,0,RCV,+,563,80,36,27.0,18.0,242.0,16.0,9.0,70.0,177.0,4.0,0.474,0.581,0.886,0.281,0.273,0.843,0.908,0.114,1,0,0,0
4627,156.0,1,12.09.2013,Third countries whose nationals must be in possession of visas when crossing EU external borders,***I,Leg,Draft legislative resolution,s,Díaz de Mera,A7-0139/2013,2011/0138/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0139&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",vote: legislative resolution,1.0,,0,RCV,+,328,257,46,14.0,14.0,210.0,1.0,7.0,57.0,24.0,1.0,0.246,0.452,0.769,0.018,0.212,0.687,0.123,0.029,0,1,0,0
4690,157.0,1,08.10.2013,Flag State responsibilities for the enforcement of Council Directive 2009/13/EC implementing the Agreement on the Maritime Labour Convention,***I,Leg,Draft legislative resolution,s,Berès ,A7-0037/2013,2012/0065/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0037&language=EN,Committee on Employment and Social Affairs,Employment & social affairs,vote: legislative resolution,1.0,,0,RCV,+,599,54,15,11.0,7.0,256.0,52.0,17.0,64.0,165.0,27.0,0.193,0.226,0.938,0.912,0.515,0.771,0.846,0.771,1,0,0,0
4799,159.0,1,10.10.2013,Portable batteries and accumulators containing cadmium,***I,Leg,Draft legislative resolution,s,Panayotov,A7-0131/2013,2012/0066/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0131&language=EN,"Committee on the Environment, Public Health and Food Safety",Environment & public health,vote: legislative resolution,1.0,,0,RCV,+,578,17,5,40.0,18.0,214.0,50.0,13.0,59.0,159.0,25.0,0.702,0.581,0.784,0.877,0.394,0.711,0.815,0.714,1,0,0,0
4806,160.0,1,22.10.2013,Tariff quotas for wine,***I,Leg,Draft legislative resolution,s,Winkler ,A7-0293/2013,2013/0099/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0293&language=EN,Committee on International Trade,International trade,single vote,1.0,,0,RCV,+,314,23,12,32.0,6.0,118.0,21.0,7.0,38.0,85.0,7.0,0.561,0.194,0.432,0.368,0.212,0.458,0.436,0.2,0,0,0,0
4835,160.0,1,22.10.2013,European statistics on demography,***I,Leg,Draft legislative resolution,s, Sógor ,A7-0050/2013, 2011/0440/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0050&language=EN,Committee on Employment and Social Affairs,Employment & social affairs,vote: legislative resolution,1.0,,0,RCV,+,616,58,8,51.0,12.0,243.0,50.0,11.0,76.0,173.0,0.0,0.895,0.387,0.89,0.877,0.333,0.916,0.887,0.0,1,0,0,0
4925,161.0,1,23.10.2013,Trade between the Community and third countries in drug precursors,***I,Leg,Draft legislative resolution,s,Proust ,A7-0167/2013,2012/0250/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0167&language=EN,Committee on International Trade,International trade,vote: legislative resolution,1.0,,0,RCV,+,583,58,39,51.0,18.0,243.0,2.0,17.0,74.0,171.0,7.0,0.895,0.581,0.89,0.035,0.515,0.892,0.877,0.2,1,0,0,0
4989,161.0,1,23.10.2013,Drug precursors,***I,Leg,Draft legislative resolution,s,Hedh,A7-0153/2013,2012/0261/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0153&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",vote: legislative resolution,1.0,,0,RCV,+,575,34,54,51.0,17.0,236.0,4.0,18.0,76.0,165.0,8.0,0.895,0.548,0.864,0.07,0.545,0.916,0.846,0.229,1,0,0,0
5071,162.0,1,24.10.2013,General Union environment action programme to 2020,***I,Leg,Draft legislative resolution,s, Franco,A7-0166/2013,2012/0337/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0166&language=EN,"Committee on the Environment, Public Health and Food Safety",Environment & public health,vote: legislative resolution,1.0,,0,RCV,+,472,81,21,28.0,6.0,173.0,46.0,11.0,58.0,149.0,1.0,0.491,0.194,0.634,0.807,0.333,0.699,0.764,0.029,0,0,1,0
5104,164.0,1,19.11.2013,Erasmus for all programme,***I,Leg,Draft legislative resolution,s,Pack,A7-0405/2012, 2011/0371/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0405&language=EN,Committee on Culture and Education,Culture & education,vote: legislative resolution,1.0,,0,RCV,+,632,29,30,51.0,18.0,250.0,53.0,12.0,72.0,176.0,0.0,0.895,0.581,0.916,0.93,0.364,0.867,0.903,0.0,1,0,0,0
5105,164.0,1,19.11.2013,Creative Europe programme,***I,Leg,Draft legislative resolution,s,Costa,A7-0011/2013, 2011/0370/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0011&language=EN,Committee on Culture and Education,Culture & education,vote: legislative resolution,1.0,,0,RCV,+,650,32,10,48.0,16.0,250.0,53.0,12.0,73.0,177.0,21.0,0.842,0.516,0.916,0.93,0.364,0.88,0.908,0.6,1,0,0,0
5106,164.0,1,19.11.2013,Europe for Citizens programme,***I,Leg,Draft legislative resolution,s,Takkula,A7-0424/2012, 2011/0436/APP,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0424&language=EN,Committee on Culture and Education,Culture & education,vote: consent,1.0,,0,RCV,+,565,84,36,4.0,6.0,248.0,51.0,9.0,72.0,175.0,0.0,0.07,0.194,0.908,0.895,0.273,0.867,0.897,0.0,1,0,0,0
5107,164.0,1,19.11.2013,Connecting Europe Facility,***I,Leg,Draft legislative resolution,s," Vălean,  Riquet, Ayala Sender",A7-0021/2013, 2011/0302/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0021&language=EN,"Industry, Research and Energy,Committee on Transport and Tourism","Industry, research & energy",vote: legislative resolution,1.0,,0,RCV,+,583,91,17,51.0,14.0,251.0,8.0,10.0,71.0,176.0,2.0,0.895,0.452,0.919,0.14,0.303,0.855,0.903,0.057,1,0,0,0
5108,164.0,1,19.11.2013,Trans-European transport network,***I,Leg,Draft legislative resolution,s,"Koumoutsakos, Ertug",A7-0012/2013,2011/0294/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0012&language=EN,Committee on Transport and Tourism,Transport & tourism,vote: legislative resolution,1.0,,0,RCV,+,546,104,41,23.0,12.0,248.0,5.0,10.0,71.0,175.0,2.0,0.404,0.387,0.908,0.088,0.303,0.855,0.897,0.057,1,0,0,0
5109,164.0,1,19.11.2013,Agricultural and fishery statistics,***I,Leg,Draft legislative resolution,s,De Castro,A7-0148/2013,2012/0343/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0148&language=EN,Committee on Agriculture and Rural Development,Agriculture ,vote: legislative resolution,1.0,,0,RCV,+,667,23,4,51.0,21.0,251.0,52.0,12.0,74.0,178.0,28.0,0.895,0.677,0.919,0.912,0.364,0.892,0.913,0.8,1,0,0,0
5110,164.0,1,19.11.2013,Government procurement agreement ,***,Leg,Draft legislative resolution,s,Scholz,A7-0339/2013, 2013/0086/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0339&language=EN,Committee on International Trade,International trade,single vote,1.0,,0,RCV,+,595,78,16,52.0,21.0,247.0,2.0,11.0,73.0,175.0,14.0,0.912,0.677,0.905,0.035,0.333,0.88,0.897,0.4,1,0,0,0
5135,165.0,1,20.11.2013,European satellite navigation systems,***I,Leg,Draft legislative resolution,s, Marinescu,A7-0321/2013,2011/0392/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0321&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy",single vote,1.0,,0,RCV,+,603,29,59,52.0,17.0,247.0,1.0,18.0,79.0,177.0,12.0,0.912,0.548,0.905,0.018,0.545,0.952,0.908,0.343,1,0,0,0
5136,165.0,1,20.11.2013,Macro-financial assistance to Jordan,***I,Leg,Draft legislative resolution,s,Moreira,A7-0335/2013,2013/0128/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0342&language=EN,Committee on International Trade,International trade,single vote,1.0,,0,RCV,+,626,50,13,51.0,10.0,247.0,51.0,12.0,77.0,176.0,2.0,0.895,0.323,0.905,0.895,0.364,0.928,0.903,0.057,1,0,0,0
5146,165.0,1,20.11.2013,European Regional Development Fund and the 'European territorial cooperation' goal,***I,Leg,Draft legislative resolution,s,Pakarinen,A7-0280/2013,2011/0273/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0280&language=EN,Committee on Regional Development,Regional development,vote: legislative resolution,1.0,,0,RCV,+,629,25,35,28.0,16.0,245.0,52.0,14.0,77.0,176.0,21.0,0.491,0.516,0.897,0.912,0.424,0.928,0.903,0.6,1,0,0,0
5147,165.0,1,20.11.2013,Cohesion Fund,***I,Leg,Draft legislative resolution,s,Boştinaru ,A7-0270/2013,2011/0274/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0270&language=EN,Committee on Regional Development,Regional development,vote: legislative resolution,1.0,,0,RCV,+,617,39,31,29.0,7.0,242.0,51.0,12.0,79.0,177.0,20.0,0.509,0.226,0.886,0.895,0.364,0.952,0.908,0.571,1,0,0,0
5148,165.0,1,20.11.2013,European grouping of territorial cooperation,***I,Leg,Draft legislative resolution,s,Zeller,A7-0309/2013,2011/0272/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0309&language=EN,Committee on Regional Development,Regional development,vote: legislative resolution,1.0,,0,RCV,+,630,28,33,29.0,18.0,244.0,52.0,14.0,79.0,179.0,15.0,0.509,0.581,0.894,0.912,0.424,0.952,0.918,0.429,1,0,0,0
5200,165.0,1,20.11.2013,Transitional provisions on support for rural development,***I,Leg,Draft legislative resolution,s, Dess,A7-0326/2013,2013/0117/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0326&language=EN,Committee on Agriculture and Rural Development,Agriculture ,vote: legislative resolution,1.0,,0,RCV,+,592,81,14,11.0,12.0,240.0,49.0,17.0,73.0,171.0,19.0,0.193,0.387,0.879,0.86,0.515,0.88,0.877,0.543,1,0,0,0
5201,165.0,1,20.11.2013,Provisions relating to financial management for certain Member States experiencing or threatened with serious difficulties with respect to their financial stability and to the decommitment rules for certain Member States,***I,Leg,Draft legislative resolution,s,Vlasák,A7-0312/2013,2013/0156/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0312&language=EN,Committee on Regional Development,Regional development,vote: legislative resolution,1.0,,0,RCV,+,580,36,67,3.0,10.0,225.0,50.0,12.0,78.0,174.0,28.0,0.053,0.323,0.824,0.877,0.364,0.94,0.892,0.8,1,0,0,0
5222,166.0,1,21.11.2013,Horizon 2020 - framework programme for research and innovation (2014-2020),***I,Leg,Draft legislative resolution,s, Madurell,A7-0427/2012,2011/0401/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0427&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy",vote: legislative resolution,1.0,,0,RCV,+,533,29,22,29.0,12.0,209.0,44.0,8.0,67.0,150.0,14.0,0.509,0.387,0.766,0.772,0.242,0.807,0.769,0.4,1,0,0,0
5223,166.0,1,21.11.2013,Rules for the participation and dissemination in Horizon 2020,***I,Leg,Draft legislative resolution,s,Ehler,A7-0428/2012,2011/0399/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0428&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy",vote: legislative resolution,1.0,,0,RCV,+,506,81,9,38.0,15.0,217.0,2.0,14.0,67.0,153.0,0.0,0.667,0.484,0.795,0.035,0.424,0.807,0.785,0.0,1,0,0,0
5224,166.0,1,21.11.2013,Strategic innovation agenda of the European Institute of Innovation and Technology,***I,Leg,Draft legislative resolution,s,Matias,A7-0422/2012,2011/0387/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0422&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy",vote: legislative resolution,1.0,,0,RCV,+,523,16,58,4.0,13.0,218.0,44.0,10.0,67.0,154.0,13.0,0.07,0.419,0.799,0.772,0.303,0.807,0.79,0.371,1,0,0,0
5225,166.0,1,21.11.2013,European Institute of Innovation and Technology,***I,Leg,Draft legislative resolution,s, Lamberts,A7-0403/2012,2011/0384/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0403&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy",vote: legislative resolution,1.0,,0,RCV,+,516,22,62,3.0,6.0,217.0,44.0,9.0,67.0,157.0,13.0,0.053,0.194,0.795,0.772,0.273,0.807,0.805,0.371,1,0,0,0
5226,166.0,1,21.11.2013,Competitiveness of enterprises and small and medium-sized enterprises (2014 - 2020),***I,Leg,Draft legislative resolution,s,Creutzmann,A7-0420/2012,2011/0394/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0420&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy",vote: legislative resolution,1.0,,0,RCV,+,554,27,18,39.0,15.0,217.0,44.0,13.0,67.0,159.0,0.0,0.684,0.484,0.795,0.772,0.394,0.807,0.815,0.0,1,0,0,0
5230,166.0,1,21.11.2013,Programme for social change and innovation,***I,Leg,Draft legislative resolution,s,Steinruck,A7-0241/2012,2011/0270/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0241&language=EN,Committee on Employment and Social Affairs,Employment & social affairs,vote: legislative resolution,1.0,,0,RCV,+,527,31,48,20.0,7.0,218.0,44.0,8.0,67.0,163.0,0.0,0.351,0.226,0.799,0.772,0.242,0.807,0.836,0.0,1,0,0,0
5231,166.0,1,21.11.2013,Programme for the environment and climate action (LIFE),***I,Leg,Draft legislative resolution,s,Haug ,A7-0294/2012,2011/0428/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0294&language=EN,"Committee on the Environment, Public Health and Food Safety",Environment & public health,vote: legislative resolution,1.0,,0,RCV,+,568,20,21,37.0,13.0,222.0,45.0,12.0,67.0,162.0,10.0,0.649,0.419,0.813,0.789,0.364,0.807,0.831,0.286,1,0,0,0
5232,166.0,1,21.11.2013,Action programme for taxation,***I,Leg,Draft legislative resolution,s,Stolojan,A7-0399/2012,2011/0341B/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0399&language=EN,Committee on Economic and Monetary Affairs,Economic & monetary affairs,vote: legislative resolution,1.0,,0,RCV,+,555,27,28,38.0,7.0,223.0,45.0,12.0,67.0,163.0,0.0,0.667,0.226,0.817,0.789,0.364,0.807,0.836,0.0,1,0,0,0
5233,166.0,1,21.11.2013,Action programme for customs,***I,Leg,Draft legislative resolution,s,Baldassarre,A7-0026/2013,2011/0341A/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0026&language=EN,Committee on the Internal Market and Consumer Protection,Internal market & consumer protection,vote: legislative resolution,1.0,,0,RCV,+,585,18,4,39.0,15.0,222.0,44.0,15.0,66.0,163.0,21.0,0.684,0.484,0.813,0.772,0.455,0.795,0.836,0.6,1,0,0,0
5303,167.0,1,10.12.2013,Justice Programme 2014-2020,***I,Leg,Draft legislative resolution,s,"Berlinguer, Claeys",A7-0396/2013,2011/0369/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0396&language=EN,"Committee on Legal Affairs, Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",single vote,1.0,,0,RCV,+,383,69,11,2.0,14.0,171.0,31.0,9.0,45.0,110.0,1.0,0.035,0.452,0.626,0.544,0.273,0.542,0.564,0.029,0,0,0,0
5304,167.0,1,10.12.2013,Rights and Citizenship Programme 2014-2020,***I,Leg,Draft legislative resolution,s,Göncz,A7-0397/2013,2011/0344/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0397&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",single vote,1.0,,0,RCV,+,430,34,38,3.0,6.0,193.0,34.0,8.0,45.0,122.0,19.0,0.053,0.194,0.707,0.596,0.242,0.542,0.626,0.543,0,1,0,0
5305,167.0,1,10.12.2013,Autonomous trade preferences for Moldova,***I,Leg,Draft legislative resolution,s,Winkler,A7-0422/2013,2013/0325/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0422&language=EN,Committee on International Trade,International trade,single vote,1.0,,0,RCV,+,503,14,17,38.0,11.0,204.0,42.0,15.0,51.0,128.0,14.0,0.667,0.355,0.747,0.737,0.455,0.614,0.656,0.4,0,1,0,0
5306,167.0,1,10.12.2013,EU-Morocco Fisheries Partnership Agreement: protocol setting out fishing opportunities and financial contributions,***,Leg,Draft legislative resolution,s,Fraga Estévez,A7-0417/2013,2013/0315/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0417&language=EN,Committee on Fisheries,Fisheries,consent,1.0,,0,RCV,+,310,204,49,15.0,8.0,189.0,0.0,4.0,14.0,79.0,1.0,0.263,0.258,0.692,0.0,0.121,0.169,0.405,0.029,0,1,0,0
5315,167.0,2,10.12.2013,North-East Atlantic: deep-sea stocks and fishing in international waters,***I,Leg,Draft legislative resolution,s,Arsenis ,A7-0395/2013,2012/0179/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0395&language=EN,Committee on Fisheries,Fisheries,vote: legislative resolution,1.0,,0,RCV,+,567,91,32,50.0,18.0,237.0,5.0,14.0,56.0,161.0,26.0,0.877,0.581,0.868,0.088,0.424,0.675,0.826,0.743,1,0,0,0
5316,167.0,1,10.12.2013,Civil protection mechanism,***I,Leg,Draft legislative resolution,s,Gardini,A7-0003/2013,2011/0461/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0003&language=EN,"Committee on the Environment, Public Health and Food Safety",Environment & public health,vote: legislative resolution,1.0,,0,RCV,+,608,78,10,3.0,17.0,251.0,52.0,13.0,75.0,181.0,16.0,0.053,0.548,0.919,0.912,0.394,0.904,0.928,0.457,1,0,0,0
5317,167.0,1,10.12.2013,Credit agreements relating to residential property,***I,Leg,Draft legislative resolution,s,Sánchez Presedo,A7-0202/2012,2011/0062/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0202&language=EN,Committee on Economic and Monetary Affairs,Economic & monetary affairs,vote: legislative resolution,1.0,,0,RCV,+,596,31,65,13.0,19.0,250.0,48.0,10.0,75.0,180.0,1.0,0.228,0.613,0.916,0.842,0.303,0.904,0.923,0.029,1,0,0,0
5342,168.0,1,11.12.2013,"Exchange, assistance and training programme for the protection of the euro against counterfeiting (the 'Pericles 2020' programme)",***I,Leg,Draft legislative resolution,s, McIntyre,A7-0423/2013,2011/0449/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0423&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",single vote,1.0,,0,RCV,+,528,4,9,30.0,8.0,204.0,43.0,16.0,61.0,142.0,24.0,0.526,0.258,0.747,0.754,0.485,0.735,0.728,0.686,1,0,0,0
5343,168.0,1,11.12.2013,Amendment of Regulation (EU) No 99/2013 on the European statistical programme 2013-17,***I,Leg,Draft legislative resolution,s,Zalba Bidegain,A7-0401/2013,2013/0249/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0401&language=EN,Committee on Economic and Monetary Affairs,Economic & monetary affairs,single vote,1.0,,0,RCV,+,510,11,35,30.0,7.0,212.0,44.0,9.0,63.0,143.0,2.0,0.526,0.226,0.777,0.772,0.273,0.759,0.733,0.057,1,0,0,0
