Vote ID;File;Order of vote;Date;O'clock;Title;Title_Ro;Title_Fr;Title_German;Title_Polski;Procedure;Leg/Non-Leg/Bud;Type of Vote;Voting Rule;Rapporteur;Code;interinstitutional file number;Link;Committee responsabile;De/Policy area;Subject;Subject_ro;Subject_fr;Subject_ger;Subject_pl;"Final vote?";Am No.;Author;RCV;Vote;Yeas;No;Abs
227;13;1;16.12.2014;;Mobilisation of the European Globalisation Adjustment Fund: application EGF/2013/014 FR/Air France;;;;;;Bud;Motion for resolution;q;Zanni;A8-0065/2014;2014/2185/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0065&language=EN;Committee on Budgets;Budget;single vote;;;;;1;;0;RCV;+;525;88;87
228;14;1;17.12.2014;;Autonomous trade preferences for the Republic of Moldova;;;;;***I;Leg;Draft legislative resolution;s;Moisă;A8-0053/2014;2014/0250/COD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0053&language=EN;Committee on International Trade;International trade;single vote;;;;;1;;0;RCV;+;551;67;23
229;14;1;17.12.2014;;Tariff treatment for goods originating from Ecuador;;;;;***I;Leg;Draft legislative resolution;s;Scholz;A8-0056/2014;2014/0287/COD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0056&language=EN;Committee on International Trade;International trade;single vote;;;;;1;;0;RCV;+;523;39;102
230;14;1;17.12.2014;;Mobilisation of the Contingency Margin in 2014;;;;;;Bud;Motion for resolution;q;Deprez;A8-0068/2014;2014/2037/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0068&language=EN;Committee on Budgets;Budget;vote: resolution;;;;;1;;0;RCV;+;504;120;43
231;14;1;17.12.2014;;Draft amending budget No 3/2014: Revenue from fines, interest payments, reimbursements and repayments – Payment appropriations – Establishment plans of the Commission, the Committee of the Regions and the European Data Protection Supervisor;;;;;;Bud;Motion for resolution;q;Deprez;A8-0069/2014; 2014/2036/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0069&language=EN;Committee on Budgets;Budget;vote: resolution;;;;;1;;0;RCV;+;506;122;47
232;14;1;17.12.2014;;Draft amending budget No 4/2014: Traditional own resources (TOR), VAT and Gross National Income (GNI) bases;;;;;;Bud;Motion for resolution;q;Deprez;A8-0076/2014;2014/2053/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0076&language=EN;Committee on Budgets;Budget;single vote;;;;;1;;0;RCV;+;605;58;17
233;14;1;17.12.2014;;Mobilisation of the EU Solidarity Fund: Floods in Italy - Earthquakes in Greece - Ice in Slovenia - Ice and floods in Croatia;;;;;;Bud;Motion for resolution;q;Šulin;A8-0073/2014;2014/2072/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0073&language=EN;Committee on Budgets;Budget;single vote;;;;;1;;0;RCV;+;651;26;7
234;14;1;17.12.2014;;Draft amending budget No 5/2014: Floods in Italy (Sardinia) in 2013 - Earthquakes in Greece - Ice in Slovenia - Ice followed by floods in Croatia in 2014;;;;;;Bud;Motion for resolution;q;Deprez;A8-0078/2014;2014/2073/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0078&language=EN;Committee on Budgets;Budget;single vote;;;;;1;;0;RCV;+;649;27;13
235;14;1;17.12.2014;;Draft amending budget No 6/2014: Revision of the forecast of traditional own resources, VAT and GNI contributions;;;;;;Bud;Motion for resolution;q;Deprez;A8-0074/2014;2014/2162/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0074&language=EN;Committee on Budgets;Budget;single vote;;;;;1;;0;RCV;+;589;66;42
236;14;1;17.12.2014;;Mobilisation of the EU Solidarity Fund: Floods in Serbia, Croatia and Bulgaria;;;;;;Bud;Motion for resolution;q;Fernandes;A8-0075/2014;2014/2161/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0075&language=EN;Committee on Budgets;Budget;single vote;;;;;1;;0;RCV;+;665;30;8
237;14;1;17.12.2014;;Draft amending budget No 7/2014: Floods in Serbia, Croatia and Bulgaria;;;;;;Bud;Motion for resolution;q;Deprez;A8-0072/2014;2014/0000/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0072&language=EN;Committee on Budgets;Budget;single vote;;;;;1;;0;RCV;+;656;36;13
238;14;1;17.12.2014;;Draft amending budget No 8/2014: Surplus resulting from the implementation of the budget year 2013;;;;;;Bud;Motion for resolution;q;Deprez;A8-0079/2014;2014/2225/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0079&language=EN;Committee on Budgets;Budget;single vote;;;;;1;;0;RCV;+;620;39;43
239;14;1;17.12.2014;;Union own resources – adjustment of Member States' national contributions;;;;;*;Leg;Draft legislative resolution;q;Deprez/Lewandowski;A8-0066/2014;2014/0332/NLE;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0066&language=EN;Committee on Budgets;Budget;single vote;;;;;1;;0;RCV;+;566;73;66
240;14;1;17.12.2014;;Mobilisation of the EU Solidarity Fund: Regions affected by disasters;;;;;;Bud;Motion for resolution;q;Mureşan;A8-0077/2014;2014/2038/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0077&language=EN;Committee on Budgets;Budget;single vote;;;;;1;;0;RCV;+;669;32;6
241;14;1;17.12.2014;;Mobilisation of the Flexibility Instrument – financing of the Cypriot Structural Funds programmes;;;;;;Bud;Motion for resolution;q;Rubial;A8-0071/2014;2014/2039/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0071&language=EN;Committee on Budgets;Budget;single vote;;;;;1;;0;RCV;+;587;105;17
242;14;1;17.12.2014;;New draft general budget of the European Union - 2015 financial year;;;;;;Bud;Motion for resolution;q;0;0;0;http://www.europarl.europa.eu/sides/getDoc.do?type=AGENDA&reference=20141217&secondRef=SIT&language=EN;Committee on Budgets;Budget;Am 2;;;;;0;2;0;RCV;-;62;623;22
243;14;2;17.12.2014;;New draft general budget of the European Union - 2015 financial year;;;;;;Bud;Motion for resolution;q;0;0;0;http://www.europarl.europa.eu/sides/getDoc.do?type=AGENDA&reference=20141217&secondRef=SIT&language=EN;Committee on Budgets;Budget;Am 4;;;;;0;4;0;RCV;-;57;627;21
244;14;3;17.12.2014;;New draft general budget of the European Union - 2015 financial year;;;;;;Bud;Motion for resolution;q;0;0;0;http://www.europarl.europa.eu/sides/getDoc.do?type=AGENDA&reference=20141217&secondRef=SIT&language=EN;Committee on Budgets;Budget;Am 5;;;;;0;5;0;RCV;-;55;631;24
245;14;4;17.12.2014;;New draft general budget of the European Union - 2015 financial year;;;;;;Bud;Motion for resolution;q;0;0;0;http://www.europarl.europa.eu/sides/getDoc.do?type=AGENDA&reference=20141217&secondRef=SIT&language=EN;Committee on Budgets;Budget;Am 6;;;;;0;6;0;RCV;-;53;632;23
246;14;5;17.12.2014;;New draft general budget of the European Union - 2015 financial year;;;;;;Bud;Motion for resolution;q;0;0;0;http://www.europarl.europa.eu/sides/getDoc.do?type=AGENDA&reference=20141217&secondRef=SIT&language=EN;Committee on Budgets;Budget;Am 16;;;;;0;16;0;RCV;-;51;637;23
247;14;6;17.12.2014;;New draft general budget of the European Union - 2015 financial year;;;;;;Bud;Motion for resolution;q;0;0;0;http://www.europarl.europa.eu/sides/getDoc.do?type=AGENDA&reference=20141217&secondRef=SIT&language=EN;Committee on Budgets;Budget;Am 14;;;;;0;14;0;RCV;-;105;581;24
248;14;1;17.12.2014;;New general budget of the European Union for the financial year 2015;;;;;;Bud;Motion for resolution;q;Rubial/Hohlmeier;A8-0067/2014;2014/2224/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0067&language=EN;Committee on Budgets;Budget;After paragraph 12;;;;;0;21;GUE/NGL;RCV;-;116;531;63
249;14;2;17.12.2014;;New general budget of the European Union for the financial year 2015;;;;;;Bud;Motion for resolution;q;Rubial/Hohlmeier;A8-0067/2014;2014/2224/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0067&language=EN;Committee on Budgets;Budget;After paragraph 15;;;;;0;23D;GUE/NGL;RCV;-;81;515;113
250;14;3;17.12.2014;;New general budget of the European Union for the financial year 2015;;;;;;Bud;Motion for resolution;q;Rubial/Hohlmeier;A8-0067/2014;2014/2224/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0067&language=EN;Committee on Budgets;Budget;After paragraph 16;;;;;0;29;GUE/NGL;RCV;-;276;418;13
251;14;4;17.12.2014;;New general budget of the European Union for the financial year 2015;;;;;;Bud;Motion for resolution;q;Rubial/Hohlmeier;A8-0067/2014;2014/2224/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0067&language=EN;Committee on Budgets;Budget;After paragraph 18;;;;;0;31;GUE/NGL;RCV;-;264;369;66
252;14;5;17.12.2014;;New general budget of the European Union for the financial year 2015;;;;;;Bud;Motion for resolution;q;Rubial/Hohlmeier;A8-0067/2014;2014/2224/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0067&language=EN;Committee on Budgets;Budget;After paragraph 19;;;;;0;32;GUE/NGL;RCV;-;215;483;10
253;14;6;17.12.2014;;New general budget of the European Union for the financial year 2015;;;;;;Bud;Motion for resolution;q;Rubial/Hohlmeier;A8-0067/2014;2014/2224/BUD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0067&language=EN;Committee on Budgets;Budget;After paragraph 19;;;;;0;33;GUE/NGL;RCV;-;139;538;31
254;14;1;17.12.2014;;Classification of serious infringements of the Union Rules, which may lead to the loss of good repute by the road transport operator;;;;;;Non;Motion for resolution;s;0;B8-0325/2014;2014/2859/RPS;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2014-0325&language=EN;0;Transport & tourism;After recital K;;;;;0;4;EFDD;RCV;-;176;521;12
255;14;2;17.12.2014;;Classification of serious infringements of the Union Rules, which may lead to the loss of good repute by the road transport operator;;;;;;Non;Motion for resolution;s;0;B8-0325/2014;2014/2859/RPS;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2014-0325&language=EN;0;Transport & tourism;Recital L;;;;;0;5;EFDD;RCV;-;168;523;15
256;14;3;17.12.2014;;Classification of serious infringements of the Union Rules, which may lead to the loss of good repute by the road transport operator;;;;;;Non;Motion for resolution;s;0;B8-0325/2014;2014/2859/RPS;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2014-0325&language=EN;0;Transport & tourism;After recital M;;;;;0;6;EFDD;RCV;-;183;512;13
257;14;1;17.12.2014;;Quality of petrol and diesel fuels;;;;;;Non;Motion for resolution;q;0;B8-0326/2014;2014/2931/RPS;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2014-0326&language=EN;Committee on the Environment, Public Health and Food Safety ;Environment & public health;vote: resolution;;;;;1;;0;RCV;-;337;325;48
258;14;1;17.12.2014;;Commission Delegated Regulation (EU) establishing a discard plan in the Baltic Sea;;;;;;Non;Motion for resolution;q;0;B8-0319/2014;2014/2912/DEA;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2014-0319&language=EN;0;Foreign & security policy;vote: resolution;;;;;1;;0;RCV;-;131;502;77
259;14;1;17.12.2014;;Taking-up and pursuit of the business of Insurance and Reinsurance (Solvency II);;;;;;Non;Motion for resolution;q;0;B8-0358/2014;2014/2893/DEA;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2014-0358&language=EN;0;Internal market & consumer protection;vote: resolution;;;;;1;;0;RCV;-;189;512;7
260;14;1;17.12.2014;;Recognition of Palestine statehood;;;;;;Non;Joint motion for resolution;s;0;RC-B8-0277/2014;2014/2964/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2014-0277&language=EN;0;Foreign & security policy;vote: resolution;;;;;1;;0;RCV;+;498;88;111
261;14;1;17.12.2014;;Steel sector in the EU: protecting workers and industries;;;;;;Non;Joint motion for resolution;s;0;B8-0351/2014;2014/2976/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2014-0352&language=EN;0;Industry, research & energy;Paragraph 8;;;;;0;37;EFDD;RCV;-;311;358;33
262;14;2;17.12.2014;;Steel sector in the EU: protecting workers and industries;;;;;;Non;Joint motion for resolution;s;0;B8-0351/2014;2014/2976/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2014-0352&language=EN;0;Industry, research & energy;Paragraph 9 ;;;;;0;38;EFDD;RCV;-;139;493;71
263;14;3;17.12.2014;;Steel sector in the EU: protecting workers and industries;;;;;;Non;Joint motion for resolution;s;0;B8-0351/2014;2014/2976/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2014-0352&language=EN;0;Industry, research & energy;Paragraph 9 ;;;;;0;38;EFDD;RCV;-;32;649;20
264;14;4;17.12.2014;;Steel sector in the EU: protecting workers and industries;;;;;;Non;Joint motion for resolution;s;0;B8-0351/2014;2014/2976/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2014-0352&language=EN;0;Industry, research & energy;After paragraph 12;;;;;0;40;EFDD;RCV;-;132;507;61
265;14;5;17.12.2014;;Steel sector in the EU: protecting workers and industries;;;;;;Non;Joint motion for resolution;s;0;B8-0351/2014;2014/2976/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2014-0352&language=EN;0;Industry, research & energy;After paragraph 16;;;;;0;5;S&D;RCV;+;426;246;27
266;14;6;17.12.2014;;Steel sector in the EU: protecting workers and industries;;;;;;Non;Joint motion for resolution;s;0;B8-0351/2014;2014/2976/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2014-0352&language=EN;0;Industry, research & energy;After paragraph 28;;;;;0;6;S&D;RCV;+;481;169;50
267;14;7;17.12.2014;;Steel sector in the EU: protecting workers and industries;;;;;;Non;Joint motion for resolution;s;0;B8-0351/2014;2014/2976/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2014-0352&language=EN;0;Industry, research & energy;After paragraph 30;;;;;0;18;GUE/NGL;RCV;+;329;311;54
268;14;8;17.12.2014;;Steel sector in the EU: protecting workers and industries;;;;;;Non;Joint motion for resolution;s;0;B8-0351/2014;2014/2976/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2014-0352&language=EN;0;Industry, research & energy;After recital K;;;;;0;31;EFDD;RCV;-;116;552;26
269;14;1;17.12.2014;;Situation in the Mediterranean and the need for a holistic EU approach to migration;;;;;;Non;Motion for resolution;s;0;B8-0362/2014;2014/2907/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2014-0362&language=EN;0;Civil liberties, justice & home affairs;Paragraph 12;;;;;0;;original text;RCV;+;613;69;9
270;15;1;18.12.2014;;Persecution of the democratic opposition in Venezuela;;;;;;Non;Joint motion for resolution;s;0;RC-B8-0375/2014;2014/2998/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2014-0375&language=EN;0;Foreign & security policy;Paragraph 1;;;;;0;5;GUE/NGL;RCV;-;81;493;31
271;15;2;18.12.2014;;Persecution of the democratic opposition in Venezuela;;;;;;Non;Joint motion for resolution;s;0;RC-B8-0375/2014;2014/2998/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2014-0375&language=EN;0;Foreign & security policy;After paragraph 1;;;;;0;6;GUE/NGL;RCV;-;52;486;74
272;15;3;18.12.2014;;Persecution of the democratic opposition in Venezuela;;;;;;Non;Joint motion for resolution;s;0;RC-B8-0375/2014;2014/2998/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2014-0375&language=EN;0;Foreign & security policy;After paragraph 8;;;;;0;7;GUE/NGL;RCV;-;66;477;77
273;15;4;18.12.2014;;Persecution of the democratic opposition in Venezuela;;;;;;Non;Joint motion for resolution;s;0;RC-B8-0375/2014;2014/2998/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2014-0375&language=EN;0;Foreign & security policy;Recital A;;;;;0;1;GUE/NGL;RCV;-;85;504;35
274;15;5;18.12.2014;;Persecution of the democratic opposition in Venezuela;;;;;;Non;Joint motion for resolution;s;0;RC-B8-0375/2014;2014/2998/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2014-0375&language=EN;0;Foreign & security policy;After recital A;;;;;0;2;GUE/NGL;RCV;-;84;476;68
275;15;6;18.12.2014;;Persecution of the democratic opposition in Venezuela;;;;;;Non;Joint motion for resolution;s;0;RC-B8-0375/2014;2014/2998/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2014-0375&language=EN;0;Foreign & security policy;Recital C;;;;;0;4;GUE/NGL;RCV;-;47;483;97
276;15;7;18.12.2014;;Persecution of the democratic opposition in Venezuela;;;;;;Non;Joint motion for resolution;s;0;RC-B8-0375/2014;2014/2998/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2014-0375&language=EN;0;Foreign & security policy;Recital J;;;;;0;3;GUE/NGL;RCV;-;48;512;71
277;15;8;18.12.2014;;Persecution of the democratic opposition in Venezuela;;;;;;Non;Joint motion for resolution;s;0;RC-B8-0375/2014;2014/2998/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2014-0375&language=EN;0;Foreign & security policy;vote: resolution;;;;;1;;0;RCV;+;476;109;49
278;15;1;18.12.2014;;Sudan: the case of Dr Amin Mekki Medani;;;;;;Non;Joint motion for resolution;s;0;RC-B8-0389/2014;2014/3000/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=P8-RC-2014-0389&language=EN;0;Foreign & security policy;vote: resolution;;;;;1;;0;RCV;+;582;1;57
279;15;1;18.12.2014;;Applying a scheme of generalised tariff preferences;;;;;;Bud;Motion for resolution;q;0;B8-0348/2014;2014/2805/DEA;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2014-0348&language=EN;0;Budget;vote: resolution;;;;;1;;0;RCV;-;313;285;40
280;15;1;18.12.2014;;Resolution financing agreements;;;;;;Non;Motion for resolution;s;Hökmark;B8-0381/2014;2014/2923/DEA;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2014-0381&language=EN;Committee on Economic and Monetary Affairs;Economic & monetary affairs;vote: resolution;;;;;1;;0;RCV;+;461;165;1
281;15;1;18.12.2014;;Conclusion of the Association agreement with Georgia;;;;;;Non;Motion for resolution;s;Mamikins;A8-0042/2014;2014/2816/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0042&language=EN;Committee on Foreign Affairs;Foreign & security policy;vote: resolution;;;;;1;;0;RCV;+;491;84;63
282;15;1;18.12.2014;;Association Agreement with Georgia;;;;;***;Leg;Draft legislative resolution;s;Mamikins;A8-0041/2014;2014/0086/NLE;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0041&language=EN;Committee on Foreign Affairs;Foreign & security policy;approbation;;;;;1;;0;RCV;+;490;76;57
283;16;1;13.01.2015;;Fisheries Partnership Agreement between the EU and São Tomé and Príncipe: fishing opportunities and financial contribution;;;;;***;Leg;Draft legislative resolution;s;João Ferreira;A8-0061/2014;2014/0115/NLE;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2014-0061&language=EN;Committee on Fisheries;Fisheries;approbation;;;;;1;;0;RCV;+;566;43;68
